,Symbol,Name,Sector,Industry,market,CIK
6583,SPH,Suburban Propane Partners L.P. Common Stock,Consumer Services,Other Specialty Stores,nyse,0001005210
6584,SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,Capital Goods,Industrial Specialties,nyse,0001452857
6585,SPLP^A,Steel Partners Holdings LP 6.0% Series A Preferred Units no par value,,,nyse,0001452857
6586,SPNT,SiriusPoint Ltd. Common Shares,Finance,Property-Casualty Insurers,nyse,0001576018
6587,SPNV,Supernova Partners Acquisition Company Inc. Class A Common Stock,Finance,Business Services,nyse,0001825024
6588,SPOT,Spotify Technology S.A. Ordinary Shares,Consumer Services,Broadcasting,nyse,0001639920
6589,SPR,Spirit Aerosystems Holdings Inc. Common Stock,Capital Goods,Military/Government/Technical,nyse,0001364885
6590,SPRQ,Spartan Acquisition Corp. II Class A Common Stock,Finance,Business Services,nyse,0001821850
6591,SPXC,SPX Corporation Common Stock,Technology,Industrial Machinery/Components,nyse,0000088205
6592,SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,,,nyse,0001338561
6593,SQ,Square Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,nyse,0001512673
6594,SQM,Sociedad Quimica y Minera S.A. Common Stock,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),nyse,0000909037
6595,SQNS,Sequans Communications S.A. American Depositary Shares,Technology,Semiconductors,nyse,0001383395
6596,SQZ,SQZ Biotechnologies Company Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nyse,0001604477
6597,SR,Spire Inc. Common Stock,Public Utilities,Oil/Gas Transmission,nyse,0001126956
6598,SR^A,Spire Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock,,,nyse,0001126956
6599,SRC,Spirit Realty Capital Inc. Common Stock,Consumer Services,Building operators,nyse,0001308606
6600,SRC,Spirit Realty Capital Inc. 6.000% Series A Cumulative Redeemable Preferred Stock,,,nyse,0001308606
6601,SRE,Sempra Energy Common Stock,Public Utilities,Natural Gas Distribution,nyse,0001032208
6602,SRE^B,Sempra Energy 6.75% Mandatory Convertible Preferred Stock Series B,,,nyse,0001032208
6603,SRE,Sempra Energy 5.750% Junior Subordinated Notes due 2079,Public Utilities,Natural Gas Distribution,nyse,0001032208
6604,SRG,Seritage Growth Properties Class A Common Stock,Finance,Real Estate,nyse,0001628063
6605,SRG,Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,,,nyse,0001628063
6606,SRI,Stoneridge Inc. Common Stock,Capital Goods,Auto Parts:O.E.M.,nyse,0001043337
6607,SRL,Scully Royalty Ltd.,,,nyse,0000016859
6608,SRLP,Sprague Resources LP Common Units representing Limited Partner Interests,Energy,Oil Refining/Marketing,nyse,0001525287
6609,SRT,StarTek Inc. Common Stock,Technology,Professional Services,nyse,0001031029
6610,SRV,Cushing MLP & Infrastructure Total Return Fund,,,nyse,0001400897
6611,SSD,Simpson Manufacturing Company Inc. Common Stock,Capital Goods,Industrial Machinery/Components,nyse,0000920371
6612,SSL,Sasol Ltd. American Depositary Shares,Energy,Oil & Gas Production,nyse,0000314590
6613,SSTK,Shutterstock Inc. Common Stock,Technology,EDP Services,nyse,0001549346
6614,ST,Sensata Technologies Holding plc Ordinary Shares,Capital Goods,Industrial Machinery/Components,nyse,0001477294
6615,STAG,Stag Industrial Inc. Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0001479094
6616,STAR          ,iStar Inc. Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0001095651
6617,ST,iStar Inc. Series D Cumulative Redeemable Preferred Stock,,,nyse,0001477294
6618,STAR^G,iStar Inc. Series G Cumulative Redeemable Preferred Stock,,,nyse,0001095651
6619,STAR^I,iStar Inc. Series I Cumulative Redeemable Preferred Stock,,,nyse,0001095651
6620,STC,Stewart Information Services Corporation Common Stock,Finance,Specialty Insurers,nyse,0000094344
6621,STE,STERIS plc (Ireland) Ordinary Shares,Health Care,Industrial Specialties,nyse,0001757898
6622,STG,Sunlands Technology Group American Depositary Shares representing Class A ordinary shares,Consumer Services,Other Consumer Services,nyse,0001723935
6623,STIC,Northern Star Acquisition Corp. Class A Common Stock,Consumer Services,Other Specialty Stores,nyse,0001819574
6624,STK,Columbia Seligman Premium Technology Growth Fund Inc,,,nyse,0001471420
6625,STL,Sterling Bancorp,Finance,Major Banks,nyse,0001070154
6626,STL,Sterling Bancorp Depositary Shares each representing ownership of a 1/40th interest in a share of 6.50% Non-Cumulative Perpetual Preferred Stock Series A,Finance,Major Banks,nyse,0001070154
6627,STLA,Stellantis N.V. Common Shares,,,nyse,0001605484
6628,STM,STMicroelectronics N.V. Common Stock,Technology,Semiconductors,nyse,0000932787
6629,STN,Stantec Inc Common Stock,Consumer Services,Military/Government/Technical,nyse,0001131383
6630,STNG,Scorpio Tankers Inc. Common Shares,Transportation,Marine Transportation,nyse,0001483934
6631,STON,StoneMor Inc. Common Stock,Consumer Services,Other Consumer Services,nyse,0001753886
6632,STOR,STORE Capital Corporation Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0001538990
6633,STPC,Star Peak Corp II Class A Common Stock,Finance,Business Services,nyse,0001830210
6634,STPK,Star Peak Energy Transition Corp. Class A Common Stock,Miscellaneous,Industrial Machinery/Components,nyse,0001758766
6635,STT,State Street Corporation Common Stock,Finance,Major Banks,nyse,0000093751
6636,STT^D,State Street Corporation Depositary Shares representing 1/4000th Perpetual Preferred Series D,,,nyse,0000093751
6637,STT^G,State Street Corporation Depositary shares each representing a 1/4000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative,,,nyse,0000093751
6638,STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,Consumer Services,Real Estate Investment Trusts,nyse,0001465128
6639,STZ,Constellation Brands Inc. Common Stock,Consumer Non-Durables,Beverages (Production/Distribution),nyse,0000016918
6640,STZ,Constellation Brands Inc,,,nyse,0000016918
6641,SU,Suncor Energy  Inc. Common Stock,Energy,Integrated oil Companies,nyse,0000311337
6642,SUI,Sun Communities Inc. Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0000912593
6643,SUM,Summit Materials Inc. Class A Common Stock,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),nyse,0001621563
6644,SUN,Sunoco LP Common Units representing limited partner interests,Energy,Integrated oil Companies,nyse,0001552275
6645,SUP,Superior Industries International Inc. Common Stock (DE),Capital Goods,Auto Parts:O.E.M.,nyse,0000095552
6646,SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,Finance,Commercial Banks,nyse,0001517399
6647,SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),Basic Industries,Paper,nyse,0000909327
6648,SWBK,Switchback II Corporation Class A Ordinary Shares,Finance,Business Services,nyse,0001829730
6649,SWCH,Switch Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing,nyse,0001710583
6650,SWI,SolarWinds Corporation Common Stock,Technology,Computer Software: Prepackaged Software,nyse,0001739942
6651,SWK,Stanley Black & Decker Inc. Common Stock,Capital Goods,Industrial Machinery/Components,nyse,0000093556
6652,SWM,Schweitzer-Mauduit International Inc. Common Stock,Basic Industries,Paper,nyse,0001000623
6653,SWN,Southwestern Energy Company Common Stock,Energy,Oil & Gas Production,nyse,0000007332
6654,SWT,Stanley Black & Decker Inc. Corporate Unit,Capital Goods,Industrial Machinery/Components,nyse,0000093556
6655,SWX,Southwest Gas Holdings Inc. Common Stock (DE),Public Utilities,Oil & Gas Production,nyse,0001692115
6656,SWZ,Swiss Helvetia Fund Inc. (The) Common Stock,,,nyse,0000813623
6657,SXC,SunCoke Energy Inc. Common Stock,Basic Industries,Steel/Iron Ore,nyse,0001514705
6658,SXI,Standex International Corporation Common Stock,Technology,Industrial Machinery/Components,nyse,0000310354
6659,SXT,Sensient Technologies Corporation Common Stock,Basic Industries,Major Chemicals,nyse,0000310142
6660,SYF,Synchrony Financial Common Stock,Finance,Finance: Consumer Services,nyse,0001601712
6661,SYF^A,Synchrony Financial Depositary Shares each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,,,nyse,0001601712
6662,SYK,Stryker Corporation Common Stock,Health Care,Medical/Dental Instruments,nyse,0000310764
6663,SYX,Systemax Inc. Common Stock,Capital Goods,Industrial Machinery/Components,nyse,0000945114
6664,SYY,Sysco Corporation Common Stock,Consumer Non-Durables,Food Distributors,nyse,0000096021
6665,SZC,Cushing NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,,,nyse,0001506488
6666,T,AT&T Inc.,Public Utilities,Telecommunications Equipment,nyse,0000732717
6667,T^,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.000% Perpetual Preferred Stock Series A,,,nyse,0000732717
6668,T^,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.750% Perpetual Preferred Stock Series C,,,nyse,0000732717
6669,TAC,TransAlta Corporation Ordinary Shares,Public Utilities,Electric Utilities: Central,nyse,0001144800
6670,TACA,Trepont Acquisition Corp I Class A Ordinary Shares,Finance,Business Services,nyse,0001826991
6671,TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),Health Care,Major Pharmaceuticals,nyse,0001395064
6672,TAL,TAL Education Group American Depositary Shares,Consumer Services,Other Consumer Services,nyse,0001499620
6673,TALO,Talos Energy Inc. Common Stock,Energy,Oil & Gas Production,nyse,0001724965
6674,TAP,Molson Coors Beverage Company Class B Common Stock,Consumer Non-Durables,Beverages (Production/Distribution),nyse,0000024545
6675,TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares,Health Care,Major Pharmaceuticals,nyse,0000906338
6676,TBA,Thoma Bravo Advantage Class A Ordinary Shares,Finance,Business Services,nyse,0001832459
6677,TBB,AT&T Inc. 5.350% Global Notes due 2066,Public Utilities,Telecommunications Equipment,nyse,0000732717
6678,TBC,AT&T Inc. 5.625% Global Notes due 2067,Public Utilities,Telecommunications Equipment,nyse,0000732717
6679,TBI,TrueBlue Inc. Common Stock,Technology,Professional Services,nyse,0000768899
6680,TCI,Transcontinental Realty Investors Inc. Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0000733590
6681,TCS,Container Store (The) Common Stock,Consumer Services,Home Furnishings,nyse,0001411688
6682,TD,Toronto Dominion Bank (The) Common Stock,Finance,Commercial Banks,nyse,0000947263
6683,TDA,Telephone and Data Systems Inc. 5.875% Senior Notes due 2061,Public Utilities,Telecommunications Equipment,nyse,0001051512
6684,TDC,Teradata Corporation Common Stock,Technology,Computer Software: Prepackaged Software,nyse,0000816761
6685,TDE,Telephone and Data Systems Inc. 6.875% Senior Notes due 2059,Public Utilities,Telecommunications Equipment,nyse,0001051512
6686,TDF,Templeton Dragon Fund Inc. Common Stock,,,nyse,0000919893
6687,TDG,Transdigm Group Incorporated Transdigm Group Inc. Common Stock,Capital Goods,Military/Government/Technical,nyse,0001260221
6688,TDI,Telephone and Data Systems Inc. Sr Nt,Public Utilities,Telecommunications Equipment,nyse,0001051512
6689,TDJ,Telephone and Data Systems Inc. 7% Senior Notes due 2060,Public Utilities,Telecommunications Equipment,nyse,0001051512
6690,TDOC,Teladoc Health Inc. Common Stock,Health Care,Medical/Nursing Services,nyse,0001477449
6691,TDS,Telephone and Data Systems Inc. Common Shares,Public Utilities,Telecommunications Equipment,nyse,0001051512
6692,TDS^U,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.625% Series UU Cumulative Redeemable Perpetual Preferred Stock,,,nyse,0001051512
6693,TDW,Tidewater Inc. Common Stock,Consumer Services,Marine Transportation,nyse,0000098222
6694,TDY,Teledyne Technologies Incorporated Common Stock,Capital Goods,Industrial Machinery/Components,nyse,0001094285
6695,TEAF,Tortoise Essential Assets Income Term Fund Common Shares of Beneficial Interest,,,nyse,0001704299
6696,TECK,Teck Resources Ltd Ordinary Shares,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),nyse,0000886986
6697,TEF,Telefonica SA Common Stock,Public Utilities,Telecommunications Equipment,nyse,0000814052
6698,TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,,,nyse,0000909112
6699,TEL,TE Connectivity Ltd. New Switzerland Registered Shares,Technology,Electronic Components,nyse,0001385157
6700,TEN,Tenneco Inc. Class A Voting Common Stock,Capital Goods,Auto Parts:O.E.M.,nyse,0001024725
6701,TEO,Telecom Argentina SA,Public Utilities,Telecommunications Equipment,nyse,0000932470
6702,TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,Health Care,Major Pharmaceuticals,nyse,0000818686
6703,TEX,Terex Corporation Common Stock,Capital Goods,Construction/Ag Equipment/Trucks,nyse,0000097216
6704,TFC,Truist Financial Corporation Common Stock,Finance,Major Banks,nyse,0000092230
6705,TFC^H,Truist Financial Corporation Series H ,,,nyse,0000092230
6706,TFC^I,Truist Financial Corporation Depositary Shares,,,nyse,0000092230
6707,TFC^O,Truist Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series O Non-Cumulative Perpetual Preferred Stock,,,nyse,0000092230
6708,T,Truist Financial Corporation Depositary Shares each representing 1/1000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock,,,nyse,0000732717
6709,TFII,TFI International Inc. Common Shares,,,nyse,0001588823
6710,TFSA,Terra Income Fund VI 7.00% Notes due 2026,,,nyse,0001577134
6711,TFX,Teleflex Incorporated Common Stock,Health Care,Medical/Dental Instruments,nyse,0000096943
6712,TG,Tredegar Corporation Common Stock,Capital Goods,Metal Fabrications,nyse,0000850429
6713,TGH,Textainer Group Holdings Limited Common Shares,Technology,Diversified Commercial Services,nyse,0001413159
6714,TGI,Triumph Group Inc. Common Stock,Capital Goods,Aerospace,nyse,0001021162
6715,TGNA,TEGNA Inc,Consumer Services,Broadcasting,nyse,0000039899
6716,TGP,Teekay LNG Partners L.P.,Consumer Services,Marine Transportation,nyse,0001308106
6717,TGP^A,Teekay LNG Partners L.P. 9.00% Series A Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,,,nyse,0001308106
6718,TGP^B,Teekay LNG Partners L.P. 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,,,nyse,0001308106
6719,TGS,Transportadora de Gas del Sur SA TGS Common Stock,Public Utilities,Natural Gas Distribution,nyse,0000931427
6720,TGT,Target Corporation Common Stock,Consumer Services,Department/Specialty Retail Stores,nyse,0000027419
6721,THC,Tenet Healthcare Corporation Common Stock,Health Care,Hospital/Nursing Management,nyse,0000070318
6722,THG,Hanover Insurance Group Inc,Finance,Property-Casualty Insurers,nyse,0000944695
6723,THO,Thor Industries Inc. Common Stock,Consumer Non-Durables,Homebuilding,nyse,0000730263
6724,THQ,Tekla Healthcare Opportunies Fund Shares of Beneficial Interest,,,nyse,0001604522
6725,THR,Thermon Group Holdings Inc. Common Stock,Energy,Industrial Machinery/Components,nyse,0001489096
6726,THS,Treehouse Foods Inc. Common Stock,Consumer Non-Durables,Packaged Foods,nyse,0001320695
6727,THW,Tekla World Healthcare Fund Shares of Beneficial Interest,,,nyse,0001635977
6728,TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,Public Utilities,Telecommunications Equipment,nyse,0001826168
6729,TINV,Tiga Acquisition Corp. Class A Ordinary Shares,Finance,Business Services,nyse,0001820144
6730,TISI,Team Inc. Common Stock,Consumer Services,Other Consumer Services,nyse,0000318833
6731,TIXT,TELUS International (Cda) Inc. Subordinate Voting Shares,Technology,EDP Services,nyse,0001825155
6732,TJX,TJX Companies Inc. (The) Common Stock,Consumer Services,Clothing/Shoe/Accessory Stores,nyse,0000109198
6733,TK,Teekay Corporation Common Stock,Transportation,Marine Transportation,nyse,0000911971
6734,TKC,Turkcell Iletisim Hizmetleri AS Common Stock,Public Utilities,Telecommunications Equipment,nyse,0001071321
6735,TKR,Timken Company (The) Common Stock,Capital Goods,Metal Fabrications,nyse,0000098362
6736,TLGA,TLG Acquisition One Corp. Class A Common Stock,Finance,Business Services,nyse,0001827871
6737,TLK,PT Telekomunikasi Indonesia Tbk,Public Utilities,Telecommunications Equipment,nyse,0001001807
6738,TLYS,Tilly's Inc. Common Stock,Consumer Services,Clothing/Shoe/Accessory Stores,nyse,0001524025
6739,TM,Toyota Motor Corporation Common Stock,Capital Goods,Auto Manufacturing,nyse,0001094517
6740,TMAC,The Music Acquisition Corporation Class A Common Stock,Finance,Business Services,nyse,0001835236
6741,TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares,Consumer Services,Broadcasting,nyse,0001744676
6742,TMHC,Taylor Morrison Home Corporation Common Stock,Capital Goods,Homebuilding,nyse,0001562476
6743,TMO,Thermo Fisher Scientific Inc Common Stock,Capital Goods,Industrial Machinery/Components,nyse,0000097745
6744,TMST,TimkenSteel Corporation Common Shares,Basic Industries,Steel/Iron Ore,nyse,0001598428
6745,TMX,Terminix Global Holdings Inc. Common Stock,Consumer Services,Other Consumer Services,nyse,0001428875
6746,TNC,Tennant Company Common Stock,Technology,Industrial Machinery/Components,nyse,0000097134
6747,TNET,TriNet Group Inc. Common Stock,Miscellaneous,Business Services,nyse,0000937098
6748,TNK,Teekay Tankers Ltd.,Consumer Services,Marine Transportation,nyse,0001419945
6749,TNL,Travel   Leisure Co. Common  Stock,Consumer Services,Hotels/Resorts,nyse,0001361658
6750,TNP,Tsakos Energy Navigation Ltd Common Shares,Transportation,Marine Transportation,nyse,0001166663
6751,T,Tsakos Energy Navigation Ltd 8.75% Series D Cumulative Redeemable Perpetual Preferred Shares,,,nyse,0000732717
6752,TNP^E,Tsakos Energy Navigation Ltd Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,,,nyse,0001166663
6753,TNP^F,Tsakos Energy Navigation Ltd Series F Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,,,nyse,0001166663
6754,TOL,Toll Brothers Inc. Common Stock,Capital Goods,Homebuilding,nyse,0000794170
6755,TOT,Total SE,Energy,Oil & Gas Production,nyse,0000879764
6756,TPB,Turning Point Brands Inc. Common Stock,Consumer Non-Durables,Tobacco,nyse,0001290677
6757,TPC,Tutor Perini Corporation Common Stock,Basic Industries,General Bldg Contractors - Nonresidential Bldgs,nyse,0000077543
6758,TPGY,TPG Pace Beneficial Finance Corp. Class A Ordinary Shares,Finance,Business Services,nyse,0001819399
6759,TPH,Tri Pointe Homes Inc. Common Stock,Capital Goods,Homebuilding,nyse,0001561680
6760,TPL,Texas Pacific Land Corporation Common Stock,Energy,Oil & Gas Production,nyse,0001811074
6761,TPR,Tapestry Inc. Common Stock,Consumer Non-Durables,Apparel,nyse,0001116132
6762,TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,,,nyse,0001580345
6763,T,TriplePoint Venture Growth BDC Corp. 5.75% Notes due 2022,,,nyse,0000732717
6764,TPX,Tempur Sealy International Inc. Common Stock,Consumer Durables,Home Furnishings,nyse,0001206264
6765,TPZ,Tortoise Power and Energy Infrastructure Fund Inc Common Stock,,,nyse,0001408201
6766,TR,Tootsie Roll Industries Inc. Common Stock,Consumer Non-Durables,Specialty Foods,nyse,0000098677
6767,TRC,Tejon Ranch Co Common Stock,Finance,Real Estate,nyse,0000096869
6768,TREB,Trebia Acquisition Corp. Class A Ordinary Shares,Finance,Business Services,nyse,0001805833
6769,TREC,Trecora Resources Common Stock,Energy,Integrated oil Companies,nyse,0000007039
6770,TREX,Trex Company Inc. Common Stock,Basic Industries,Forest Products,nyse,0001069878
6771,TRGP,Targa Resources Inc. Common Stock,Public Utilities,Natural Gas Distribution,nyse,0001389170
6772,TRI,Thomson Reuters Corp Ordinary Shares,Consumer Services,Publishing,nyse,0001075124
6773,TRN,Trinity Industries Inc. Common Stock,Capital Goods,Railroads,nyse,0000099780
6774,TRNO,Terreno Realty Corporation Common Stock,Finance,Real Estate,nyse,0001476150
6775,TROX,Tronox Holdings plc Ordinary Shares (UK),Basic Industries,Major Chemicals,nyse,0001530804
6776,TRP,TC Energy Corporation Common Stock,Public Utilities,Natural Gas Distribution,nyse,0001232384
6777,TRQ,Turquoise Hill Resources Ltd. Ordinary Shares,Basic Industries,Precious Metals,nyse,0001158041
6778,TRTN,Triton International Limited Common Shares,Technology,Diversified Commercial Services,nyse,0001660734
6779,TRTN^A,Triton International Limited 8.50% Series A Cumulative Redeemable Perpetual  Preference Shares,,,nyse,0001660734
6780,TRTN^B,Triton International Limited 8.00% Series B Cumulative Redeemable Perpetual Preference Shares,,,nyse,0001660734
6781,TRT,Triton International Limited 7.375% Series C Cumulative Redeemable Perpetual Preference Shares,,,nyse,0000732026
6782,TRTN^D,Triton International Limited 6.875% Series D Cumulative Redeemable Perpetual Preference Shares,,,nyse,0001660734
6783,TRTX,TPG RE Finance Trust Inc. Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0001630472
6784,TRU,TransUnion Common Stock,Finance,Finance: Consumer Services,nyse,0001552033
6785,TRV,The Travelers Companies Inc. Common Stock,Finance,Property-Casualty Insurers,nyse,0000086312
6786,TS,Tenaris S.A. American Depositary Shares,Basic Industries,Steel/Iron Ore,nyse,0001190723
6787,TSE,Trinseo S.A. Ordinary Shares,Basic Industries,Major Chemicals,nyse,0001519061
6788,TSI,TCW Strategic Income Fund Inc. Common Stock,,,nyse,0000809559
6789,TSLX,Sixth Street Specialty Lending Inc. Common Stock,,,nyse,0001508655
6790,TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Technology,Semiconductors,nyse,0001046179
6791,TSN,Tyson Foods Inc. Common Stock,Consumer Non-Durables,Meat/Poultry/Fish,nyse,0000100493
6792,TSQ,Townsquare Media Inc. Class A Common Stock,Consumer Services,Broadcasting,nyse,0001499832
6793,TT,Trane Technologies plc,Capital Goods,Auto Parts:O.E.M.,nyse,0001466258
6794,TTC,Toro Company (The) Common Stock,Capital Goods,Tools/Hardware,nyse,0000737758
6795,TTI,Tetra Technologies Inc. Common Stock,Energy,Oil & Gas Production,nyse,0000844965
6796,TTM,Tata Motors Ltd Tata Motors Limited,Capital Goods,Auto Manufacturing,nyse,0000926042
6797,TTP,Tortoise Pipeline & Energy Fund Inc. Common Stock,,,nyse,0001526329
6798,TU,Telus Corporation Ordinary Shares,Public Utilities,Telecommunications Equipment,nyse,0000868675
6799,TUFN,Tufin Software Technologies Ltd. Ordinary Shares,Technology,EDP Services,nyse,0001757399
6800,TUP,Tupperware Brands Corporation Common Stock,Consumer Non-Durables,Plastic Products,nyse,0001008654
6801,TUYA,Tuya Inc. American Depositary Shares each representing one Class A Ordinary Share,Technology,Computer Software: Prepackaged Software,nyse,0001829118
6802,TV,Grupo Televisa S.A. Common Stock,Consumer Services,Broadcasting,nyse,0000912892
6803,TVC,Tennessee Valley Authority Common Stock,Public Utilities,Electric Utilities: Central,nyse,0001376986
6804,TVE,Tennessee Valley Authority,Public Utilities,Electric Utilities: Central,nyse,0001376986
6805,TWI,Titan International Inc. (DE) Common Stock,Basic Industries,Steel/Iron Ore,nyse,0000899751
6806,TWLO,Twilio Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,nyse,0001447669
6807,TWN,Taiwan Fund Inc. (The) Common Stock,,,nyse,0000804123
6808,TWND,Tailwind Acquisition Corp. Class A Common Stock,Finance,Business Services,nyse,0001814215
6809,TWO,Two Harbors Investment Corp,Consumer Services,Real Estate Investment Trusts,nyse,0001465740
6810,TW,Two Harbors Investments Corp 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock ($25.00 liquidation preference per share),,,nyse,0001758730
6811,TWO^,Two Harbors Investments Corp 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,,nyse,0001465740
6812,TWO^,Two Harbors Investments Corp 7.25% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,,nyse,0001465740
6813,TWOA,two Class A Ordinary Shares,Finance,Business Services,nyse,0001843988
6814,TWTR,Twitter Inc. Common Stock,Technology,Computer Software: Programming Data Processing,nyse,0001418091
6815,TX,Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value),Basic Industries,Steel/Iron Ore,nyse,0001342874
6816,TXT,Textron Inc. Common Stock,Capital Goods,Aerospace,nyse,0000217346
6817,TY,Tri Continental Corporation Common Stock,,,nyse,0000099614
6818,TY^,Tri Continental Corporation Preferred Stock,Consumer Services,Miscellaneous,nyse,0000099614
6819,TYG,Tortoise Energy Infrastructure Corporation Common Stock,,,nyse,0001268533
6820,TYL,Tyler Technologies Inc. Common Stock,Technology,Computer Software: Prepackaged Software,nyse,0000860731
6821,U,Unity Software Inc. Common Stock,Technology,Computer Software: Prepackaged Software,nyse,0001810806
6822,UA,Under Armour Inc. Class C Common Stock,Consumer Non-Durables,Apparel,nyse,0001336917
6823,UAA,Under Armour Inc. Class A Common Stock,Consumer Non-Durables,Apparel,nyse,0001336917
6824,UAN,CVR Partners LP Common Units representing Limited Partner Interests,Basic Industries,Agricultural Chemicals,nyse,0001425292
6825,UBA,Urstadt Biddle Properties Inc. Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0001029800
6826,UBER,Uber Technologies Inc. Common Stock,Miscellaneous,Business Services,nyse,0001543151
6827,UBP,Urstadt Biddle Properties Inc. Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0001029800
6828,UBP^H,Urstadt Biddle Properties Inc. 6.250% Series H Cumulative Redeemable Preferred Stock,,,nyse,0001029800
6829,UBP^K,Urstadt Biddle Properties Inc. 5.875% Series K Cumulative Redeemable Preferred Stock,,,nyse,0001029800
6830,UBS,UBS Group AG Registered Ordinary Shares,Finance,Major Banks,nyse,0001610520
6831,UDR,UDR Inc. Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0000074208
6832,UE,Urban Edge Properties Common Shares of Beneficial Interest,Finance,Real Estate,nyse,0001611547
6833,UFI,Unifi Inc. New Common Stock,Consumer Non-Durables,Textiles,nyse,0000100726
6834,UFS,Domtar Corporation (NEW) Common Stock,Basic Industries,Paper,nyse,0001381531
6835,UGI,UGI Corporation Common Stock,Public Utilities,Natural Gas Distribution,nyse,0000884614
6836,UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),Public Utilities,Oil/Gas Transmission,nyse,0001094972
6837,UHS,Universal Health Services Inc. Common Stock,Health Care,Hospital/Nursing Management,nyse,0000352915
6838,UHT,Universal Health Realty Income Trust Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0000798783
6839,UI,Ubiquiti Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment,nyse,0001511737
6840,UIS,Unisys Corporation New Common Stock,Technology,EDP Services,nyse,0000746838
6841,UL,Unilever PLC Common Stock,Basic Industries,Package Goods/Cosmetics,nyse,0000217410
6842,UMC,United Microelectronics Corporation (NEW) Common Stock,Technology,Semiconductors,nyse,0001033767
6843,UMH,UMH Properties Inc. Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0000752642
6844,UMH^,UMH Properties Inc. 6.75% Series C Cumulative Redeemable Preferred Stock  Liquidation Preference $25 per share,,,nyse,0000752642
6845,UMH^D,UMH Properties Inc. 6.375% Series D Cumulative Redeemable Preferred Stock Liquidation Preference $25 per share,,,nyse,0000752642
6846,UNF,Unifirst Corporation Common Stock,Consumer Services,Other Consumer Services,nyse,0000717954
6847,UNFI,United Natural Foods Inc. Common Stock,Consumer Non-Durables,Food Distributors,nyse,0001020859
6848,UNH,UnitedHealth Group Incorporated Common Stock (DE),Health Care,Medical Specialities,nyse,0000731766
6849,UNM,Unum Group Common Stock,Finance,Accident &Health Insurance,nyse,0000005513
